id,text,label,script,source,synthetic
67ac48499c211cda,Please Stay At Home. To encourage the notion of staying at home. All tax-paying citizens are entitled to ï¿½305.96 or more emergency refund. smsg.io/fCVbD,smishing,roman,sms_phishing,False
d4b006b52185222a,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,ham,roman,uci_sms,False
f728e9b5936f1a12,I sent them. Have u got that?,ham,roman,sms_phishing,False
a95c4e5a5233178e,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham,roman,uci_sms,False
57335395c494f822,Can ü call me at 10:10 to make sure dat i've woken up...,ham,roman,uci_sms,False
97267bfef8ea2bfa,Don know:)this week i'm going to tirunelvai da.,ham,roman,sms_phishing,False
6ff5ae8721d8925b,"Come to mu, we're sorting out our narcotics situation",ham,roman,uci_sms,False
2eae14afdd0fe8bd,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham,roman,sms_phishing,False
10fb33040414ce9f,Yo dude guess who just got arrested the other day,ham,roman,uci_sms,False
d50e5334e7f98d5e,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ham,roman,sms_phishing,False
993ff2e4fc7ed8c7,Serious? What like proper tongued her,ham,roman,sms_phishing,False
06cc169b1540316f,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",ham,roman,uci_sms,False
93800d7ab88f2874,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,ham,roman,uci_sms,False
7f124e80db0bf8d2,Have you always been saying welp?,ham,roman,sms_phishing,False
1fda17693de2f240,&lt;#&gt; w jetton ave if you forgot,ham,roman,uci_sms,False
d4896df3d19fcb05,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,ham,roman,sms_phishing,False
53c0d67d297888d8,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham,roman,sms_phishing,False
5b2ade2ebd644392,Pick you up bout 7.30ish? What time are and that going?,ham,roman,uci_sms,False
5f907899f4b6d1e3,"Haha awesome, be there in a minute",ham,roman,uci_sms,False
140a25f319a48e05,K. I will sent it again,ham,roman,sms_phishing,False
78a912c3206ef39c,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. GOOD MORNING,ham,roman,sms_phishing,False
c178cbd4884c308e,You still around? I could use a half-8th,ham,roman,uci_sms,False
89c6a25e00586059,Takin a shower now but yeah I'll leave when I'm done,ham,roman,sms_phishing,False
94fc096f0ff44968,"[…] anyway, many good evenings to u! s",ham,roman,uci_sms,False
ddfd76b18697b68d,Also maaaan are you missing out,ham,roman,uci_sms,False
e41e5c77af531e28,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham,roman,sms_phishing,False
a72a82e270795b57,Of course. I guess god's just got me on hold right now.,ham,roman,uci_sms,False
86a1861343df75e8,"Aight, see you in a bit",ham,roman,sms_phishing,False
18bd23490d9bd04f,"Ta-Daaaaa! I am home babe, are you still up ?",ham,roman,sms_phishing,False
d34dad9dbc07ee87,";-( oh well, c u later",ham,roman,sms_phishing,False
561cd8c7ff0dacb5,I am in your office na.,ham,roman,uci_sms,False
9e42e9f2c50557ff,ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham,roman,sms_phishing,False
086009878901ed1c,Pls call me da. What happen.,ham,roman,uci_sms,False
46b43fd1d3188ba8,"Aight, I'll hit you up when I get some cash",ham,roman,sms_phishing,False
f40fada4168a3254,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",ham,roman,sms_phishing,False
ddde3e8998f8eff9,Re your call; You didn't see my facebook huh?,ham,roman,sms_phishing,False
a701eef4fa6ca23a,But if she.s drinkin i'm ok.,ham,roman,uci_sms,False
a00382b7ea0e62ac,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham,roman,uci_sms,False
5ed412cf514b6975,Just normal only here :),ham,roman,uci_sms,False
c268628cec997af7,Thanks for understanding. I've been trying to tell sura that.,ham,roman,uci_sms,False
98782d84bc800cfc,I think i've fixed it can you send a test message?,ham,roman,uci_sms,False
e613d0326fbbbdaf,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",ham,roman,uci_sms,False
e99e15b9fb68cf26,Ok then u tell me wat time u coming later lor.,ham,roman,sms_phishing,False
bdbacc86955e3897,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are &lt;#&gt; and up,ham,roman,uci_sms,False
ff9ac00b74eac9a0,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ham,roman,sms_phishing,False
b573846efe876000,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",ham,roman,uci_sms,False
24a2429c7106d6f2,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets up in like 2 hits",ham,roman,sms_phishing,False
bf9bbb165a20bb3b,"Fighting with the world is easy, YOU either win or lose BUTt fightng with someONE who is close to u is dificult BECAUSE if u lose, u lose AND if u win, u still lose.",ham,roman,sms_phishing,False
61ceb4e1b0beaf0e,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham,roman,uci_sms,False
70df05f447a55862,That sucks. I'll go over so u can do my hair. You'll do it free right?,ham,roman,uci_sms,False
cb684a913df9a768,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,ham,roman,uci_sms,False
afe7a9ffc9a6cd08,Oh ok..,ham,roman,sms_phishing,False
764a7d03f58b1457,Thanks and ! Or bomb and date as my phone wanted to say!,ham,roman,uci_sms,False
49ee10a10023be4c,Prepare to be pounded every night...,ham,roman,sms_phishing,False
323100ffda42ef2a,Where are the garage keys? They aren't on the bookshelf,ham,roman,sms_phishing,False
b6c0f3abc310b5b6,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham,roman,uci_sms,False
28a54939f8e113d8,We left already we at orchard now.,ham,roman,sms_phishing,False
90915d61da9b086a,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ham,roman,sms_phishing,False
c495bbbb59596187,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ham,roman,sms_phishing,False
538405e78097d4c3,But we havent got da topic yet rite?,ham,roman,uci_sms,False
6b29d38fd8759843,Speak only when you feel your words are better than the silence... Gud mrng:-),ham,roman,sms_phishing,False
ef33844cef5fb2cc,Sounds like you have many talents! would you like to go on a dinner date next week?,ham,roman,uci_sms,False
c241277a5d278936,No. Thank you. You've been wonderful,ham,roman,uci_sms,False
86a33cc0589b6fd4,Man this bus is so so so slow. I think you're gonna get there before me,ham,roman,uci_sms,False
4b3c7220424e7569,K...k:)why cant you come here and search job:)ï¿½.that sounds better...,ham,roman,sms_phishing,False
d8436bf38ef93c8a,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham,roman,sms_phishing,False
29e39870a8d84c90,Tomarrow final hearing on my laptop case so i cant.,ham,roman,sms_phishing,False
f3fd7add1cbad362,Yes i will be there. Glad you made it.,ham,roman,uci_sms,False
ffc1c3e1f757dd27,I'm in class. Will holla later,ham,roman,uci_sms,False
